episode,step,value_estimate,optimum_action,reward,avg_waiting_time,total_stopped,co2_emissions,actual_action
1,10,-0.005048001185059547,0,0.22,0.45,6,0,1
1,20,0.01557227224111557,0,-0.27,0.9375,17,0,1
1,30,0.04002609848976135,0,-0.28,0.47761194029850745,12,0,1
1,40,0.04072689265012741,0,0.16,0.7391304347826086,14,0,1
1,50,0.018775731325149536,0,0.04,4.671875,31,0,1
1,60,0.01357300579547882,0,0.54,14.210526315789474,28,0,1
1,70,0.029122646898031235,0,0.12,3.7096774193548385,24,0,1
1,80,0.030556999146938324,0,0.06,1.328125,18,0,0
1,90,0.03579937294125557,0,-0.33,1.6666666666666667,25,0,1
1,100,0.008373228833079338,0,1.47,1.28125,20,0,1
1,110,0.051427751779556274,0,0.34,3.072463768115942,23,0,0
1,120,0.10712340474128723,0,0.34,0.5882352941176471,14,0,1
1,130,0.1441139429807663,0,0.15,0.746268656716418,17,0,0
1,140,0.04945801943540573,0,-0.81,10.629032258064516,34,0,1
1,150,0.10362499952316284,0,1.63,3.2711864406779663,20,0,1
1,160,0.13394156098365784,0,-0.4,2.642857142857143,25,0,1
1,170,-0.0071960920467972755,0,-0.77,6.318181818181818,34,0,0
1,180,0.11376620829105377,0,-0.02,5.779661016949152,24,0,0
1,190,-0.030456475913524628,0,1.06,3.3448275862068964,22,0,0
1,200,-0.04296359047293663,1,0.05,1.0153846153846153,19,0,1
1,210,0.023043543100357056,1,-0.37,1.1323529411764706,22,0,1
1,220,0.02928556501865387,1,-0.03,1.3432835820895523,22,0,1
1,230,-0.041091494262218475,1,0.65,4.745762711864407,20,0,0
1,240,0.04020816832780838,1,-0.62,0.9705882352941176,22,0,1
1,250,-0.009727628901600838,0,0.34,2.78125,27,0,0
1,260,-0.06062263250350952,1,-0.27,1.1587301587301588,15,0,1
1,270,-0.038931284099817276,0,-0.68,1.5538461538461539,17,0,0
1,280,0.11985024809837341,1,-0.82,16.050847457627118,33,0,1
1,290,-0.06065408140420914,1,-1.03,4.303030303030303,28,0,0
1,300,0.005675173364579678,0,0.05,1.4166666666666667,12,0,1
1,310,-0.03127976134419441,1,-0.33,4.9411764705882355,32,0,0
1,320,-0.05136115103960037,0,-0.2,1.8970588235294117,26,0,0
1,330,0.055092714726924896,1,1.31,6.0476190476190474,31,0,0
1,340,-0.015410900115966797,1,1.49,1.6176470588235294,25,0,1
1,350,0.16031906008720398,1,0.07,0.676923076923077,14,0,1
1,360,0.19915452599525452,1,-0.51,2.5396825396825395,23,0,0
1,370,0.014691829681396484,1,-1.04,4.611940298507463,28,0,0
1,380,0.029854396358132362,0,1.14,1.234375,14,0,1
1,390,0.11429721862077713,1,0.12,5.135593220338983,19,0,0
1,400,0.21927744150161743,0,-0.11,7.754098360655738,31,0,1
1,410,-0.002835191786289215,1,0.15,0.5606060606060606,12,0,1
1,420,-0.06268074363470078,0,-0.34,3.640625,27,0,1
1,430,0.2060018926858902,0,0.29,3.9523809523809526,28,0,1
1,440,0.2030489146709442,1,0.16,2.0,23,0,0
1,450,0.259819895029068,0,-0.25,3.9692307692307693,31,0,1
1,460,0.420715868473053,0,0.0,2.590909090909091,20,0,0
1,470,0.3888126611709595,1,-0.73,4.2835820895522385,30,0,1
1,480,0.01941847801208496,1,0.67,2.476923076923077,26,0,1
1,490,0.07234105467796326,1,0.07,2.9365079365079363,24,0,1
1,500,0.4618285000324249,0,0.29,0.6617647058823529,12,0,0
1,510,-0.008593887090682983,0,-0.53,2.7611940298507465,24,0,1
1,520,0.23184189200401306,1,-0.13,0.6818181818181818,15,0,1
1,530,-0.12214657664299011,1,-0.44,2.7246376811594204,24,0,0
1,540,0.4440092146396637,0,-0.61,2.6615384615384614,22,0,0
1,550,0.3765542209148407,1,-0.29,4.5,29,0,1
1,560,0.2748337984085083,1,-0.48,1.7121212121212122,22,0,1
1,570,-0.06591138988733292,0,-0.41,3.0,26,0,1
1,580,0.4023185670375824,0,-0.46,4.651515151515151,28,0,0
1,590,0.20181363821029663,1,-0.39,1.609375,22,0,1
1,600,-0.1338416188955307,0,-0.5,3.078125,23,0,1
1,610,0.29118460416793823,1,0.22,0.5245901639344263,10,0,1
1,620,0.21222864091396332,0,-0.02,1.0625,20,0,1
1,630,0.33847323060035706,0,-0.2,2.8461538461538463,23,0,0
1,640,-0.06932984292507172,0,-0.22,1.5820895522388059,22,0,0
1,650,0.2137901782989502,1,-0.13,0.746268656716418,15,0,1
1,660,-0.11866018921136856,1,0.67,1.3043478260869565,19,0,0
1,670,-0.1400505006313324,0,-0.57,4.46969696969697,27,0,1
1,680,-0.20756641030311584,1,-0.4,6.298507462686567,33,0,0
1,690,0.31078535318374634,0,0.15,8.60344827586207,28,0,0
1,700,0.26313358545303345,1,-0.35,2.5757575757575757,28,0,0
1,710,0.011504948139190674,1,0.28,4.081967213114754,23,0,1
1,720,-0.010963454842567444,1,0.4,1.6764705882352942,21,0,0
2,730,0.21412473917007446,0,-0.23,2.5128205128205128,11,0,0
2,740,0.07473460584878922,1,-0.39,2.5185185185185186,16,0,1
2,750,-0.24028560519218445,1,0.13,3.1186440677966103,22,0,0
2,760,0.2859538793563843,0,1.05,1.0151515151515151,18,0,0
2,770,0.4591880440711975,0,-0.08,1.7,19,0,0
2,780,-0.1852131485939026,1,-0.56,2.484375,19,0,0
2,790,0.3901221454143524,0,-0.1,0.546875,12,0,0
2,800,0.3988378643989563,0,0.95,1.2878787878787878,18,0,0
2,810,0.3038269579410553,1,-0.24,3.015151515151515,24,0,1
2,820,0.07723928987979889,1,-0.2,3.3492063492063493,23,0,0
2,830,-0.3452960252761841,1,-1.0,5.0,29,0,0
2,840,0.1785120964050293,1,1.42,3.9523809523809526,29,0,1
2,850,-0.02809206396341324,0,0.41,1.9558823529411764,25,0,0
2,860,0.17636263370513916,1,-0.09,1.78125,21,0,0
2,870,0.08501864224672318,1,0.53,3.2063492063492065,24,0,1
2,880,0.0782155692577362,1,-0.45,2.393939393939394,26,0,1
2,890,0.3420405983924866,1,-0.58,2.442622950819672,18,0,1
2,900,-0.4956900477409363,0,-1.62,9.4375,40,0,1
2,910,0.2654774785041809,1,-0.21,1.3174603174603174,17,0,1
2,920,-0.13957341015338898,0,-0.44,2.753846153846154,23,0,1
2,930,0.5707730054855347,0,0.39,0.873015873015873,15,0,0
2,940,0.053781598806381226,1,0.42,1.7794117647058822,21,0,1
2,950,0.6122951507568359,0,-0.05,1.921875,20,0,0
2,960,-0.10695284605026245,0,-0.3,3.1875,24,0,1
2,970,0.08866585791110992,0,0.61,1.6911764705882353,23,0,0
2,980,0.4816625118255615,0,0.01,1.1044776119402986,17,0,0
2,990,-0.2941751480102539,1,-0.47,2.765625,22,0,0
2,1000,-0.07557439059019089,1,0.17,1.621212121212121,22,0,1
2,1010,-0.34653425216674805,0,-0.58,4.380952380952381,26,0,1
2,1020,-0.1880193054676056,1,0.63,1.8208955223880596,25,0,0
2,1030,0.11085155606269836,1,0.43,2.3333333333333335,27,0,1
2,1040,-0.29268690943717957,0,-0.16,4.483870967741935,26,0,1
2,1050,0.3424578011035919,0,0.09,2.417910447761194,21,0,0
2,1060,0.4697193205356598,1,-0.2,2.6417910447761193,22,0,1
2,1070,0.14742207527160645,1,-0.32,1.40625,21,0,0
2,1080,0.18535470962524414,1,0.49,1.2769230769230768,19,0,1
2,1090,0.32626873254776,1,-0.17,3.0625,28,0,1
2,1100,0.3183608055114746,1,-0.39,1.71875,20,0,0
2,1110,0.3450261652469635,0,-0.14,1.935483870967742,22,0,1
2,1120,-0.16557666659355164,1,-0.46,3.246153846153846,27,0,0
2,1130,0.32789182662963867,1,0.22,2.1384615384615384,25,0,1
2,1140,-0.20535148680210114,0,-0.12,2.84375,24,0,1
2,1150,0.32191452383995056,1,-0.49,2.8852459016393444,21,0,0
2,1160,0.1360839307308197,0,0.28,2.212121212121212,26,0,0
2,1170,0.4359889626502991,0,0.05,1.507462686567164,23,0,1
2,1180,0.41863664984703064,1,-0.34,2.0615384615384613,24,0,1
2,1190,0.059109799563884735,0,-0.48,2.3125,25,0,0
2,1200,-0.1061364933848381,1,0.45,1.196969696969697,16,0,0
2,1210,0.3157510459423065,1,0.24,1.734375,21,0,1
2,1220,-0.008772917091846466,1,0.28,3.6875,29,0,1
2,1230,0.2915530204772949,1,-0.27,2.970149253731343,24,0,1
2,1240,0.34823647141456604,1,0.37,3.5625,27,0,1
2,1250,0.30721068382263184,1,1.55,0.7101449275362319,15,0,1
2,1260,0.1235133707523346,0,-0.2,1.2153846153846153,18,0,0
2,1270,0.09171884506940842,0,-0.14,3.6666666666666665,28,0,0
2,1280,0.35163968801498413,1,-0.43,4.076923076923077,26,0,1
2,1290,-0.24522389471530914,0,0.08,2.764705882352941,26,0,1
2,1300,0.3170378506183624,0,-0.2,2.7903225806451615,19,0,0
2,1310,-0.014609145000576973,0,0.26,3.984126984126984,27,0,0
2,1320,0.37829020619392395,0,0.38,1.0909090909090908,16,0,0
2,1330,0.06874647736549377,0,-0.1,3.453125,27,0,0
2,1340,0.33301180601119995,1,-0.52,2.484375,23,0,1
2,1350,-0.1738867610692978,1,-0.62,2.9393939393939394,24,0,0
2,1360,-0.23385870456695557,1,-0.7,3.101449275362319,25,0,0
2,1370,0.023119091987609863,1,1.07,2.242424242424242,26,0,1
2,1380,0.28977930545806885,0,-0.32,2.515625,20,0,0
2,1390,0.011963097378611565,0,0.06,2.34375,25,0,0
2,1400,0.2269456684589386,1,-0.4,2.629032258064516,23,0,1
2,1410,0.2710020840167999,1,0.03,1.8387096774193548,21,0,1
2,1420,-0.19515755772590637,1,-0.08,3.046875,24,0,0
2,1430,0.24945193529129028,1,-0.16,2.3833333333333333,18,0,1
2,1440,0.003960654139518738,1,0.05,2.230769230769231,24,0,1
3,1450,-0.05192873626947403,1,0.14,1.2142857142857142,8,0,0
3,1460,0.2881588637828827,0,-0.03,0.6166666666666667,10,0,1
3,1470,-0.23802495002746582,0,-0.46,3.4393939393939394,25,0,1
3,1480,0.40238597989082336,0,0.09,1.9242424242424243,25,0,0
3,1490,-0.18147626519203186,1,-0.13,2.71875,23,0,0
3,1500,0.3498420715332031,1,0.56,1.9230769230769231,23,0,1
3,1510,-0.3375685513019562,0,-0.27,3.0454545454545454,26,0,1
3,1520,-0.2090093195438385,1,-0.07,2.875,23,0,0
3,1530,-0.13718941807746887,0,0.22,1.606060606060606,21,0,1
3,1540,-0.2817899286746979,0,-0.68,2.782608695652174,26,0,1
3,1550,0.34917572140693665,0,0.19,2.046875,25,0,0
3,1560,-0.35528433322906494,1,-0.2,3.0307692307692307,26,0,0
3,1570,0.334553599357605,1,0.06,2.25,24,0,1
3,1580,-0.12814770638942719,0,-0.28,2.5384615384615383,22,0,1
3,1590,0.28298962116241455,1,0.69,0.6956521739130435,15,0,0
3,1600,0.3127528131008148,0,-0.34,2.609375,23,0,0
3,1610,-0.10000729560852051,0,0.46,2.3846153846153846,28,0,0
3,1620,0.33696871995925903,0,0.09,2.3125,22,0,1
3,1630,0.4059869945049286,0,0.55,1.3181818181818181,19,0,0
3,1640,0.36503246426582336,0,-0.33,1.875,20,0,1
3,1650,-0.23113514482975006,0,-0.43,2.8,24,0,1
3,1660,0.3926215171813965,0,0.02,2.014705882352941,26,0,0
3,1670,0.34978753328323364,1,0.4,2.611940298507463,26,0,1
3,1680,-0.3020469546318054,0,-0.19,2.984375,25,0,1
3,1690,0.38189998269081116,0,-0.06,2.0615384615384613,25,0,1
3,1700,0.4496007561683655,1,-0.32,1.3142857142857143,19,0,0
3,1710,-0.047468580305576324,1,0.08,1.5384615384615385,21,0,0
3,1720,0.359600305557251,1,0.49,2.0615384615384613,25,0,0
3,1730,-0.3395768105983734,1,0.04,3.34375,26,0,1
3,1740,0.3156958818435669,1,-0.03,2.403225806451613,21,0,0
3,1750,0.3309175670146942,1,-0.26,2.4923076923076923,21,0,1
3,1760,0.08979833126068115,1,0.39,2.4242424242424243,26,0,1
3,1770,0.3857817053794861,0,-0.11,2.3015873015873014,22,0,0
3,1780,0.07623616605997086,0,0.05,2.296875,24,0,0
3,1790,0.3106217086315155,0,-0.42,2.5396825396825395,22,0,1
3,1800,0.07062816619873047,1,0.03,2.203125,24,0,1
3,1810,0.2747606635093689,0,-0.24,2.8615384615384616,24,0,0
3,1820,-0.08014128357172012,0,0.5,2.390625,26,0,0
3,1830,0.2737243175506592,0,-0.03,2.703125,23,0,1
3,1840,-0.02609115093946457,1,0.3,2.393939393939394,26,0,1
3,1850,0.3086581528186798,1,0.02,2.6031746031746033,24,0,0
3,1860,-0.060241006314754486,0,-0.08,2.953846153846154,28,0,0
3,1870,0.30278655886650085,0,-0.07,2.4,21,0,1
3,1880,-0.0305764339864254,1,0.29,2.5606060606060606,26,0,1
3,1890,0.35523927211761475,0,-0.36,2.596774193548387,21,0,0
3,1900,0.1611083596944809,0,0.28,2.171875,25,0,0
3,1910,0.2863512635231018,0,-0.1,2.4754098360655736,20,0,1
3,1920,-0.13668009638786316,1,0.24,2.2,26,0,1
3,1930,0.21042248606681824,1,-0.25,2.564516129032258,22,0,0
3,1940,-0.09547755867242813,0,-0.16,2.3692307692307693,25,0,0
3,1950,0.33018597960472107,1,0.22,1.5522388059701493,23,0,1
3,1960,-0.15177933871746063,0,-0.21,2.59375,23,0,1
3,1970,0.3850852847099304,0,0.02,1.8125,21,0,1
3,1980,-0.10328012704849243,1,-0.18,2.84375,22,0,0
3,1990,0.3641323745250702,1,0.06,1.9538461538461538,24,0,0
3,2000,0.025490574538707733,1,0.19,1.8461538461538463,23,0,1
3,2010,0.3007831871509552,1,-0.21,2.3492063492063493,19,0,0
3,2020,-0.04214079678058624,0,0.27,2.3384615384615386,25,0,0
